filename,date,i,score,secvalue,slope
IEF20101027.txt,2010-10-27,65,0.15555555555555556,30.4,
IEF20101027.txt,2010-10-27,66,0.2777777777777778,30.4,
IEF20101027.txt,2010-10-27,67,0.23809523809523808,30.4,
IEF20101027.txt,2010-10-27,68,0.15789473684210525,30.4,
IEF20101027.txt,2010-10-27,69,0.28888888888888886,30.4,
IEF20101027.txt,2010-10-27,70,0.1891891891891892,30.4,
IEF20101027.txt,2010-10-27,71,0.28205128205128205,30.4,
IEF20101027.txt,2010-10-27,72,0.28205128205128205,30.4,
IEF20101027.txt,2010-10-27,73,0.13513513513513514,30.4,
IEF20101027.txt,2010-10-27,74,0.15789473684210525,30.4,
IEF20101027.txt,2010-10-27,75,0.10638297872340426,30.4,
IEF20101027.txt,2010-10-27,76,0.3023255813953488,30.4,
IEF20101027.txt,2010-10-27,77,0.3684210526315789,30.4,
IEF20101027.txt,2010-10-27,78,0.42105263157894735,30.4,
IEF20101027.txt,2010-10-27,79,0.2777777777777778,30.4,
IEF20101027.txt,2010-10-27,80,0.4418604651162791,30.4,
IEF20101027.txt,2010-10-27,81,0.2608695652173913,30.4,
IEF20101027.txt,2010-10-27,82,0.25,30.4,
IEF20101027.txt,2010-10-27,83,0.2222222222222222,30.4,
IEF20101027.txt,2010-10-27,84,0.3333333333333333,30.4,
IEF20101027.txt,2010-10-27,85,0.15,30.4,
IEF20101027.txt,2010-10-27,86,0.10204081632653061,30.4,
IEF20101027.txt,2010-10-27,87,0.08333333333333333,30.4,
IEF20101027.txt,2010-10-27,88,0.3488372093023256,30.4,
IEF20101027.txt,2010-10-27,89,0.35,30.4,
IEF20101027.txt,2010-10-27,90,0.21568627450980393,30.4,
IEF20101027.txt,2010-10-27,91,0.1891891891891892,30.4,
IEF20101027.txt,2010-10-27,92,0.06976744186046512,30.4,
IEF20101027.txt,2010-10-27,93,0.2682926829268293,30.4,
IEF20101027.txt,2010-10-27,94,0.1794871794871795,30.4,
IEF20101027.txt,2010-10-27,95,0.23076923076923078,30.4,
IEF20101027.txt,2010-10-27,96,0.3877551020408163,30.4,
IEF20101027.txt,2010-10-27,97,0.375,30.4,
IEF20101027.txt,2010-10-27,98,0.36585365853658536,30.4,
IEF20101027.txt,2010-10-27,99,0.21951219512195122,30.4,
IEF20101027.txt,2010-10-27,100,0.07317073170731707,30.4,
IEF20101027.txt,2010-10-27,101,0.1891891891891892,30.4,
IEF20101027.txt,2010-10-27,102,0.3170731707317073,30.4,
IEF20101027.txt,2010-10-27,103,0.28205128205128205,30.4,
IEF20101027.txt,2010-10-27,104,0.22727272727272727,30.4,
IEF20101027.txt,2010-10-27,105,0.022222222222222223,30.4,
IEF20101027.txt,2010-10-27,106,0.42105263157894735,30.4,
IEF20101027.txt,2010-10-27,107,0.3,30.4,
IEF20101027.txt,2010-10-27,108,0.3888888888888889,30.4,
IEF20101027.txt,2010-10-27,109,0.21052631578947367,30.4,
IEF20101027.txt,2010-10-27,110,0.2558139534883721,30.4,
IEF20101027.txt,2010-10-27,111,0.3142857142857143,30.4,
IEF20101027.txt,2010-10-27,112,0.09523809523809523,30.4,
IEF20101027.txt,2010-10-27,113,0.16279069767441862,30.4,
IEF20101027.txt,2010-10-27,114,0.35,30.4,
IEF20101027.txt,2010-10-27,115,0.28205128205128205,30.4,
IEF20101027.txt,2010-10-27,116,0.15789473684210525,30.4,
IEF20101027.txt,2010-10-27,117,0.2631578947368421,30.4,
IEF20101027.txt,2010-10-27,118,0.15,30.4,
IEF20101027.txt,2010-10-27,119,0.2857142857142857,30.4,
IEF20101027.txt,2010-10-27,120,0.22580645161290322,30.4,
IEF20101027.txt,2010-10-27,121,0.5,30.4,
IEF20101027.txt,2010-10-27,122,0.2,30.4,
IEF20101027.txt,2010-10-27,123,0.13636363636363635,30.4,
IEF20101027.txt,2010-10-27,124,0.47368421052631576,30.4,
IEF20101027.txt,2010-10-27,125,0.2608695652173913,30.4,
IEF20101027.txt,2010-10-27,126,0.1,30.4,
IEF20101027.txt,2010-10-27,127,0.05,30.4,
IEF20101027.txt,2010-10-27,128,0.3617021276595745,30.4,
IEF20101027.txt,2010-10-27,129,0.24,30.4,
IEF20101027.txt,2010-10-27,130,0.14285714285714285,30.4,
IEF20101027.txt,2010-10-27,131,0.3953488372093023,30.4,
IEF20101027.txt,2010-10-27,132,0.2,30.4,
IEF20101027.txt,2010-10-27,133,0.2631578947368421,30.4,
IEF20101027.txt,2010-10-27,134,0.07692307692307693,30.4,
IEF20101027.txt,2010-10-27,135,0.48717948717948717,30.4,
IEF20101027.txt,2010-10-27,136,0.28205128205128205,30.4,
IEF20101027.txt,2010-10-27,137,0.23529411764705882,30.4,
IEF20101027.txt,2010-10-27,138,0.2608695652173913,30.4,
IEF20101027.txt,2010-10-27,139,0.23076923076923078,30.4,
IEF20101027.txt,2010-10-27,140,0.1836734693877551,30.4,
IEF20101027.txt,2010-10-27,141,0.35135135135135137,30.4,
IEF20101027.txt,2010-10-27,142,0.23076923076923078,30.4,
IEF20101027.txt,2010-10-27,143,0.15,30.4,
IEF20101027.txt,2010-10-27,144,0.35135135135135137,30.4,
IEF20101027.txt,2010-10-27,145,0.1,30.4,
IEF20101027.txt,2010-10-27,146,0.09803921568627451,30.4,
IEF20101027.txt,2010-10-27,147,0.375,30.4,
IEF20101027.txt,2010-10-27,148,0.2,30.4,
IEF20101027.txt,2010-10-27,149,0.3333333333333333,30.4,
IEF20101027.txt,2010-10-27,150,0.3333333333333333,30.4,
IEF20101027.txt,2010-10-27,151,0.4358974358974359,30.4,
IEF20101027.txt,2010-10-27,152,0.11627906976744186,30.4,
IEF20101027.txt,2010-10-27,153,0.12195121951219512,30.4,
IEF20101027.txt,2010-10-27,154,0.20833333333333334,30.4,
IEF20101027.txt,2010-10-27,155,0.4358974358974359,30.4,
IEF20101027.txt,2010-10-27,156,0.15789473684210525,30.4,
IEF20101027.txt,2010-10-27,157,0.13636363636363635,30.4,
IEF20101027.txt,2010-10-27,158,0.3333333333333333,30.4,
IEF20101027.txt,2010-10-27,159,0.09090909090909091,30.4,
IEF20101027.txt,2010-10-27,160,0.24324324324324326,30.4,
IEF20101027.txt,2010-10-27,161,0.06976744186046512,30.4,
IEF20101027.txt,2010-10-27,162,0.23404255319148937,30.4,
IEF20101027.txt,2010-10-27,163,0.22727272727272727,30.4,
IEF20101027.txt,2010-10-27,164,0.3333333333333333,30.4,
IEF20101027.txt,2010-10-27,165,0.3023255813953488,30.4,
IEF20101027.txt,2010-10-27,166,0.15,30.4,
IEF20101027.txt,2010-10-27,167,0.05263157894736842,30.4,
IEF20101027.txt,2010-10-27,168,0.16279069767441862,30.4,
IEF20101027.txt,2010-10-27,169,0.38095238095238093,30.4,
IEF20101027.txt,2010-10-27,170,0.2682926829268293,30.4,
IEF20101027.txt,2010-10-27,171,0.21739130434782608,30.4,
IEF20101027.txt,2010-10-27,172,0.23076923076923078,30.4,
IEF20101027.txt,2010-10-27,173,0.09523809523809523,30.4,
IEF20101027.txt,2010-10-27,174,0.25,30.4,
IEF20101027.txt,2010-10-27,175,0.28205128205128205,30.4,
IEF20101027.txt,2010-10-27,176,0.17391304347826086,30.4,
IEF20101027.txt,2010-10-27,177,0.16,30.4,
IEF20101027.txt,2010-10-27,178,0.375,30.4,
IEF20101027.txt,2010-10-27,179,0.35,30.4,
IEF20101027.txt,2010-10-27,180,0.19148936170212766,30.4,
IEF20101027.txt,2010-10-27,181,0.2682926829268293,30.4,
IEF20101027.txt,2010-10-27,182,0.10526315789473684,30.4,
IEF20101027.txt,2010-10-27,183,0.28205128205128205,30.4,
IEF20101027.txt,2010-10-27,184,0.22727272727272727,30.4,
IEF20101027.txt,2010-10-27,185,0.2857142857142857,30.4,
IEF20101027.txt,2010-10-27,186,0.19148936170212766,30.4,
IEF20101027.txt,2010-10-27,187,0.40540540540540543,30.4,
IEF20101027.txt,2010-10-27,188,0.23809523809523808,30.4,
IEF20101027.txt,2010-10-27,189,0.30434782608695654,30.4,
IEF20101027.txt,2010-10-27,190,0.23809523809523808,30.4,
IEF20101027.txt,2010-10-27,191,0.37777777777777777,30.4,
IEF20101027.txt,2010-10-27,192,0.21951219512195122,30.4,
IEF20101027.txt,2010-10-27,193,0.23809523809523808,30.4,
IEF20101027.txt,2010-10-27,194,0.05555555555555555,30.4,
IEF20101027.txt,2010-10-27,195,0.3333333333333333,30.4,
IEF20101027.txt,2010-10-27,196,0.1794871794871795,30.4,
IEF20101027.txt,2010-10-27,197,0.36585365853658536,30.4,
IEF20101027.txt,2010-10-27,198,0.26666666666666666,30.4,
IEF20101027.txt,2010-10-27,199,0.5135135135135135,30.4,
IEF20101027.txt,2010-10-27,200,0.16279069767441862,30.4,
IEF20101027.txt,2010-10-27,201,0.15555555555555556,30.4,
IEF20101027.txt,2010-10-27,202,0.35,30.4,
IEF20101027.txt,2010-10-27,203,0.17073170731707318,30.4,
IEF20101027.txt,2010-10-27,204,0.23529411764705882,30.4,
IEF20101027.txt,2010-10-27,205,0.2,30.4,
IEF20101027.txt,2010-10-27,206,0.36585365853658536,30.4,
IEF20101027.txt,2010-10-27,207,0.13636363636363635,30.4,
IEF20101027.txt,2010-10-27,208,0.024390243902439025,30.4,
IEF20101027.txt,2010-10-27,209,0.3170731707317073,30.4,
IEF20101027.txt,2010-10-27,210,0.0196078431372549,30.4,
IEF20101027.txt,2010-10-27,211,0.20930232558139536,30.4,
IEF20101027.txt,2010-10-27,212,0.28888888888888886,30.4,
IEF20101027.txt,2010-10-27,213,0.38095238095238093,30.4,
IEF20101027.txt,2010-10-27,214,0.3617021276595745,30.4,
IEF20101027.txt,2010-10-27,215,0.4418604651162791,30.4,
IEF20101027.txt,2010-10-27,216,0.2,30.4,
IEF20101027.txt,2010-10-27,217,0.35135135135135137,30.4,
IEF20101027.txt,2010-10-27,218,0.0967741935483871,30.4,
IEF20101027.txt,2010-10-27,219,0.4444444444444444,30.4,
IEF20101027.txt,2010-10-27,220,0.4594594594594595,30.4,
IEF20101027.txt,2010-10-27,221,0.35,30.4,
IEF20101027.txt,2010-10-27,222,0.3333333333333333,30.4,
IEF20101027.txt,2010-10-27,223,0.40540540540540543,30.4,
IEF20101027.txt,2010-10-27,224,0.24324324324324326,30.4,
IEF20101027.txt,2010-10-27,225,0.2,30.4,
IEF20101027.txt,2010-10-27,226,0.2571428571428571,30.4,
IEF20101027.txt,2010-10-27,227,0.1794871794871795,30.4,
IEF20101027.txt,2010-10-27,228,0.2682926829268293,30.4,
IEF20101027.txt,2010-10-27,229,0.12,30.4,
IEF20101027.txt,2010-10-27,230,0.5675675675675675,30.4,
IEF20101027.txt,2010-10-27,231,0.07317073170731707,30.4,
IEF20101027.txt,2010-10-27,232,0.45454545454545453,30.4,
IEF20101027.txt,2010-10-27,233,0.3488372093023256,30.4,
IEF20101027.txt,2010-10-27,234,0.0,30.4,
IEF20101027.txt,2010-10-27,235,0.42105263157894735,30.4,
IEF20101027.txt,2010-10-27,236,0.35,30.4,
IEF20101027.txt,2010-10-27,237,-0.041666666666666664,30.4,
IEF20101027.txt,2010-10-27,238,0.12727272727272726,30.4,
IEF20101027.txt,2010-10-27,239,0.21568627450980393,30.4,
IEF20101027.txt,2010-10-27,240,0.42105263157894735,30.4,
IEF20101027.txt,2010-10-27,241,0.4166666666666667,30.4,
IEF20101027.txt,2010-10-27,242,0.1836734693877551,30.4,
IEF20101027.txt,2010-10-27,243,0.15,30.4,
IEF20101027.txt,2010-10-27,244,0.2972972972972973,30.4,
IEF20101027.txt,2010-10-27,245,0.19047619047619047,30.4,
IEF20101027.txt,2010-10-27,246,0.05263157894736842,30.4,
IEF20101027.txt,2010-10-27,247,0.23529411764705882,30.4,
IEF20101027.txt,2010-10-27,248,0.3333333333333333,30.4,
IEF20101027.txt,2010-10-27,249,0.2727272727272727,30.4,
IEF20101027.txt,2010-10-27,250,0.19148936170212766,30.4,
IEF20101027.txt,2010-10-27,251,0.3157894736842105,30.4,
IEF20101027.txt,2010-10-27,252,0.2682926829268293,30.4,
IEF20101027.txt,2010-10-27,253,0.1,30.4,
IEF20101027.txt,2010-10-27,254,0.24444444444444444,30.4,
IEF20101027.txt,2010-10-27,255,0.23809523809523808,30.4,
IEF20101027.txt,2010-10-27,256,0.19148936170212766,30.4,
IEF20101027.txt,2010-10-27,257,0.36363636363636365,30.4,
IEF20101027.txt,2010-10-27,258,0.21568627450980393,30.4,
IEF20101027.txt,2010-10-27,259,0.2727272727272727,30.4,
IEF20101027.txt,2010-10-27,260,0.0,30.4,
IEF20101027.txt,2010-10-27,261,0.34782608695652173,30.4,
IEF20101027.txt,2010-10-27,262,0.1111111111111111,30.4,
IEF20101027.txt,2010-10-27,263,0.3684210526315789,30.4,
IEF20101027.txt,2010-10-27,264,0.35,30.4,
IEF20101027.txt,2010-10-27,265,0.20833333333333334,30.4,
IEF20101027.txt,2010-10-27,266,0.02564102564102564,30.4,
IEF20101027.txt,2010-10-27,267,0.0,30.4,
IEF20101027.txt,2010-10-27,268,0.3023255813953488,30.4,
IEF20101027.txt,2010-10-27,269,0.13513513513513514,30.4,
IEF20101027.txt,2010-10-27,270,0.3333333333333333,30.4,
IEF20101027.txt,2010-10-27,271,0.35135135135135137,30.4,
IEF20101027.txt,2010-10-27,272,0.3888888888888889,30.4,
IEF20101027.txt,2010-10-27,273,0.21951219512195122,30.4,
IEF20101027.txt,2010-10-27,274,0.24324324324324326,30.4,
IEF20101027.txt,2010-10-27,275,0.24324324324324326,30.4,
IEF20101027.txt,2010-10-27,276,0.0,30.4,
IEF20101027.txt,2010-10-27,277,-0.05,30.4,
IEF20101027.txt,2010-10-27,278,0.2,30.4,
IEF20101027.txt,2010-10-27,279,0.2,30.4,
IEF20101027.txt,2010-10-27,280,0.21568627450980393,30.4,
IEF20101027.txt,2010-10-27,281,0.4,30.4,
IEF20101027.txt,2010-10-27,282,0.38461538461538464,30.4,
IEF20101027.txt,2010-10-27,283,0.10526315789473684,30.4,
IEF20101027.txt,2010-10-27,284,0.16666666666666666,30.4,
IEF20101027.txt,2010-10-27,285,0.2727272727272727,30.4,
IEF20101027.txt,2010-10-27,286,0.30434782608695654,30.4,
IEF20101027.txt,2010-10-27,287,0.3488372093023256,30.4,
IEF20101027.txt,2010-10-27,288,0.12195121951219512,30.4,
IEF20101027.txt,2010-10-27,289,0.22727272727272727,30.4,
IEF20101027.txt,2010-10-27,290,-0.06976744186046512,30.4,
IEF20101027.txt,2010-10-27,291,0.24444444444444444,30.4,
IEF20101027.txt,2010-10-27,292,0.35,30.4,
IEF20101027.txt,2010-10-27,293,0.28,30.4,
IEF20101027.txt,2010-10-27,294,0.47619047619047616,30.4,
IEF20101027.txt,2010-10-27,295,0.55,30.4,
IEF20101027.txt,2010-10-27,296,0.23809523809523808,30.4,
IEF20101027.txt,2010-10-27,297,0.19148936170212766,30.4,
IEF20101027.txt,2010-10-27,298,0.12195121951219512,30.4,
IEF20101027.txt,2010-10-27,299,0.4594594594594595,30.4,
IEF20101027.txt,2010-10-27,300,0.3333333333333333,30.4,
IEF20101027.txt,2010-10-27,301,0.08695652173913043,30.4,
IEF20101027.txt,2010-10-27,302,0.11627906976744186,30.4,
IEF20101027.txt,2010-10-27,303,0.3684210526315789,30.4,
IEF20101027.txt,2010-10-27,304,0.19148936170212766,30.4,
IEF20101027.txt,2010-10-27,305,0.2682926829268293,30.4,
IEF20101027.txt,2010-10-27,306,0.3333333333333333,30.4,
IEF20101027.txt,2010-10-27,307,0.18181818181818182,30.4,
IEF20101027.txt,2010-10-27,308,0.2,30.4,
IEF20101027.txt,2010-10-27,309,0.4146341463414634,30.4,
IEF20101027.txt,2010-10-27,310,0.3333333333333333,30.4,
IEF20101027.txt,2010-10-27,311,0.20930232558139536,30.4,
IEF20101027.txt,2010-10-27,312,0.23809523809523808,30.4,
IEF20101027.txt,2010-10-27,313,0.3333333333333333,30.4,
IEF20101027.txt,2010-10-27,314,0.19047619047619047,30.4,
IEF20101027.txt,2010-10-27,315,0.11627906976744186,30.4,
IEF20101027.txt,2010-10-27,316,0.3103448275862069,30.4,
IEF20101027.txt,2010-10-27,317,0.14285714285714285,30.4,
IEF20101027.txt,2010-10-27,318,0.2857142857142857,30.4,
IEF20101027.txt,2010-10-27,319,0.2222222222222222,30.4,
IEF20101027.txt,2010-10-27,320,0.3548387096774194,30.4,
IEF20101027.txt,2010-10-27,321,0.25,30.4,
IEF20101027.txt,2010-10-27,322,0.28205128205128205,30.4,
IEF20101027.txt,2010-10-27,323,0.3488372093023256,30.4,
IEF20101027.txt,2010-10-27,324,0.07692307692307693,30.4,
IEF20101027.txt,2010-10-27,325,0.38095238095238093,30.4,
IEF20101027.txt,2010-10-27,326,0.2222222222222222,30.4,
IEF20101027.txt,2010-10-27,327,0.10204081632653061,30.4,
IEF20101027.txt,2010-10-27,328,0.15151515151515152,30.4,
IEF20101027.txt,2010-10-27,329,0.17647058823529413,30.4,
IEF20101027.txt,2010-10-27,330,0.2777777777777778,30.4,
IEF20101027.txt,2010-10-27,331,0.22727272727272727,30.4,
IEF20101027.txt,2010-10-27,332,0.391304347826087,30.4,
IEF20101027.txt,2010-10-27,333,0.3157894736842105,30.4,
IEF20101027.txt,2010-10-27,334,0.25,30.4,
IEF20101027.txt,2010-10-27,335,0.08108108108108109,30.4,
IEF20101027.txt,2010-10-27,336,0.32,30.4,
IEF20101027.txt,2010-10-27,337,0.08,30.4,
IEF20101027.txt,2010-10-27,338,0.35294117647058826,30.4,
IEF20101027.txt,2010-10-27,339,0.14285714285714285,30.4,
IEF20101027.txt,2010-10-27,340,0.3170731707317073,30.4,
IEF20101027.txt,2010-10-27,341,0.08108108108108109,30.4,
IEF20101027.txt,2010-10-27,342,0.4594594594594595,30.4,
IEF20101027.txt,2010-10-27,343,0.08695652173913043,30.4,
IEF20101027.txt,2010-10-27,344,0.15555555555555556,30.4,
IEF20101027.txt,2010-10-27,345,0.5897435897435898,30.4,
IEF20101027.txt,2010-10-27,346,0.2,30.4,
IEF20101027.txt,2010-10-27,347,0.29411764705882354,30.4,
IEF20101027.txt,2010-10-27,348,0.3333333333333333,30.4,
IEF20101027.txt,2010-10-27,349,0.2727272727272727,30.4,
IEF20101027.txt,2010-10-27,350,0.22727272727272727,30.4,
IEF20101027.txt,2010-10-27,351,0.1891891891891892,30.4,
IEF20101027.txt,2010-10-27,352,0.12,30.4,
IEF20101027.txt,2010-10-27,353,0.3,30.4,
IEF20101027.txt,2010-10-27,354,0.10526315789473684,30.4,
IEF20101027.txt,2010-10-27,355,0.16666666666666666,30.4,
IEF20101027.txt,2010-10-27,356,0.38461538461538464,30.4,
IEF20101027.txt,2010-10-27,357,0.17391304347826086,30.4,
IEF20101027.txt,2010-10-27,358,0.3939393939393939,30.4,
IEF20101027.txt,2010-10-27,359,0.28205128205128205,30.4,
IEF20101027.txt,2010-10-27,360,0.3333333333333333,30.4,
IEF20101027.txt,2010-10-27,361,0.3170731707317073,30.4,
IEF20101027.txt,2010-10-27,362,0.25,30.4,
IEF20101027.txt,2010-10-27,363,0.2,30.4,
IEF20101027.txt,2010-10-27,364,0.3170731707317073,30.4,
IEF20101027.txt,2010-10-27,365,0.20930232558139536,30.4,
IEF20101027.txt,2010-10-27,366,0.2,30.4,
IEF20101027.txt,2010-10-27,367,0.5428571428571428,30.4,
IEF20101027.txt,2010-10-27,368,0.17073170731707318,30.4,
IEF20101027.txt,2010-10-27,369,0.047619047619047616,30.4,
IEF20101027.txt,2010-10-27,370,0.14285714285714285,30.4,
IEF20101027.txt,2010-10-27,371,0.2608695652173913,30.4,
IEF20101027.txt,2010-10-27,372,0.28205128205128205,30.4,
IEF20101027.txt,2010-10-27,373,0.21739130434782608,30.4,
IEF20101027.txt,2010-10-27,374,0.34782608695652173,30.4,
IEF20101027.txt,2010-10-27,375,0.17647058823529413,30.4,
IEF20101027.txt,2010-10-27,376,0.05660377358490566,30.4,
IEF20101027.txt,2010-10-27,377,0.20930232558139536,30.4,
IEF20101027.txt,2010-10-27,378,0.4,30.4,
IEF20101027.txt,2010-10-27,379,0.15789473684210525,30.4,
IEF20101027.txt,2010-10-27,380,0.42105263157894735,30.4,
IEF20101027.txt,2010-10-27,381,0.17647058823529413,30.4,
IEF20101027.txt,2010-10-27,382,0.23809523809523808,30.4,
IEF20101027.txt,2010-10-27,383,0.25,30.4,
IEF20101027.txt,2010-10-27,384,0.2682926829268293,30.4,
IEF20101027.txt,2010-10-27,385,0.2682926829268293,30.4,
IEF20101027.txt,2010-10-27,386,0.125,30.4,
IEF20101027.txt,2010-10-27,387,0.2777777777777778,30.4,
IEF20101027.txt,2010-10-27,388,0.16666666666666666,30.4,
IEF20101027.txt,2010-10-27,389,0.14285714285714285,30.4,
IEF20101027.txt,2010-10-27,390,0.45,30.4,
IEF20101027.txt,2010-10-27,391,0.20833333333333334,30.4,
IEF20101027.txt,2010-10-27,392,0.023255813953488372,30.4,
IEF20101027.txt,2010-10-27,393,0.09523809523809523,30.4,
IEF20101027.txt,2010-10-27,394,0.25,30.4,
IEF20101027.txt,2010-10-27,395,0.5294117647058824,30.4,
IEF20101027.txt,2010-10-27,396,0.2571428571428571,30.4,
IEF20101027.txt,2010-10-27,397,0.40540540540540543,30.4,
IEF20101027.txt,2010-10-27,398,0.4117647058823529,30.4,
IEF20101027.txt,2010-10-27,399,0.20930232558139536,30.4,
IEF20101027.txt,2010-10-27,400,0.3333333333333333,30.4,
IEF20101027.txt,2010-10-27,401,0.3488372093023256,30.4,
IEF20101027.txt,2010-10-27,402,0.3181818181818182,30.4,
IEF20101027.txt,2010-10-27,403,0.3157894736842105,30.4,
IEF20101027.txt,2010-10-27,404,0.24324324324324326,30.4,
IEF20101027.txt,2010-10-27,405,0.35,30.4,
IEF20101027.txt,2010-10-27,406,0.21739130434782608,30.4,
IEF20101027.txt,2010-10-27,407,0.42857142857142855,30.4,
IEF20101027.txt,2010-10-27,408,0.11627906976744186,30.4,
IEF20101027.txt,2010-10-27,409,0.15,30.4,
IEF20101027.txt,2010-10-27,410,0.3,30.4,
IEF20101027.txt,2010-10-27,411,0.23809523809523808,30.4,
IEF20101027.txt,2010-10-27,412,0.2765957446808511,30.4,
IEF20101027.txt,2010-10-27,413,0.35,30.4,
IEF20101027.txt,2010-10-27,414,0.2682926829268293,30.4,
IEF20101027.txt,2010-10-27,415,0.2,30.4,
IEF20101027.txt,2010-10-27,416,0.48717948717948717,30.4,
IEF20101027.txt,2010-10-27,417,0.4482758620689655,30.4,
IEF20101027.txt,2010-10-27,418,0.21951219512195122,30.4,
IEF20101027.txt,2010-10-27,419,0.3023255813953488,30.4,
IEF20101027.txt,2010-10-27,420,0.38461538461538464,30.4,
IEF20101027.txt,2010-10-27,421,0.2,30.4,
IEF20101027.txt,2010-10-27,422,0.24444444444444444,30.4,
IEF20101027.txt,2010-10-27,423,0.1794871794871795,30.4,
IEF20101027.txt,2010-10-27,424,0.2,30.4,
IEF20101027.txt,2010-10-27,425,0.34782608695652173,30.4,
IEF20101027.txt,2010-10-27,426,0.40540540540540543,30.4,
IEF20101027.txt,2010-10-27,427,0.07317073170731707,30.4,
IEF20101027.txt,2010-10-27,428,0.5675675675675675,30.4,
IEF20101027.txt,2010-10-27,429,0.05263157894736842,30.4,
IEF20101027.txt,2010-10-27,430,0.2,30.4,
IEF20101027.txt,2010-10-27,431,0.4358974358974359,30.4,
IEF20101027.txt,2010-10-27,432,0.16666666666666666,30.4,
IEF20101027.txt,2010-10-27,433,0.4090909090909091,30.4,
